kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
VALDEMARAS    VALKIŪNAS,12480.00,491372.0,28017230.0,593105.0,2947335.0,3662589.0,898810.56
STASYS    VALIUKAS,6580.00,0.0,26700.0,0.0,0.0,0.0,43867.93
RITAS    VAIGINAS,15378.00,25000.0,19650.0,0.0,150000.0,77000.0,102520.16
JOLITA    TUROVAITĖ KAIRIENĖ,9067.00,0.0,168000.0,40002.0,50000.0,20000.0,146949.03
NIJOLĖ    ŠATIENĖ,5020.00,0.0,93642.0,0.0,30492.0,0.0,59607.72
VILMANTAS    MOCERENKO,5048.00,223871.0,228000.0,0.0,0.0,384.0,45875.32
MARIUS    JUKONIS,5659.00,0.0,220300.0,0.0,95900.0,0.0,37740.56
TAUTRIMAS    JANUŠEVIČIUS,0.00,0.0,0.0,0.0,35000.0,0.0,4323.00
DALIUS    BITAITIS,19736.00,208209.0,870000.0,0.0,122656.0,39000.0,150223.92
JONAS    ŠIMĖNAS,15302.00,0.0,219480.0,0.0,17000.0,0.0,103958.40
RIČARDAS    SARGŪNAS,1285.00,0.0,9500.0,0.0,8200.0,0.0,14351.25
VIDMANTAS    PALIULIS,3485.00,0.0,14250.0,0.0,2770.0,0.0,29760.36
AURELIJA    KAIRIENĖ,1061.00,0.0,2000.0,0.0,0.0,0.0,11737.00
VYTAUTAS    GALVONAS,12194.00,1918812.0,2159022.0,2263167.0,1297298.0,930280.0,133895.20
RASMA    BUZIENĖ,0.00,0.0,198400.0,0.0,10000.0,0.0,10554.82
LEONAS    ALESIONKA,10663.00,0.0,731400.0,0.0,400000.0,0.0,87286.65
PRANAS    VIDUOLIS,0.00,0.0,160000.0,0.0,15000.0,0.0,24825.36
VALDAS    VARNAS,0.00,40000.0,4900.0,0.0,0.0,0.0,0.00
VYTAUTAS    SAULIS,7280.00,0.0,35346.0,0.0,9677.0,0.0,51525.64
HAROLDAS    SANIUKAS,6661.00,0.0,60000.0,0.0,16900.0,0.0,47168.65
ALGIS    KAZULĖNAS,12811.00,104622.0,108140.0,0.0,88226.0,0.0,85407.60
ALOYZAS    JOČYS,7211.00,75630.0,64377.0,0.0,44472.0,122700.0,54092.58
ARVYDAS    ŠALTENIS,11623.00,20050.0,331000.0,0.0,0.0,0.0,102883.60
ARVYDAS    RAKAUSKAS,0.00,0.0,149200.0,0.0,0.0,0.0,26500.00
EDMUNDAS    PUPINIS,15282.00,0.0,84350.0,0.0,22897.0,0.0,109527.60
MILDA    PETRAUSKIENĖ,15046.00,0.0,189507.0,0.0,38400.0,0.0,100309.79
VYTAUTAS    PEČIŪRA,0.00,6800.0,94700.0,0.0,11693.0,0.0,128091.33
OSVALDAS    KATINAS,446.00,0.0,249897.0,0.0,147050.0,10000.0,9600.00
EGIDIJUS    GOVEDAS,8398.00,195781.0,366550.0,0.0,127772.0,15000.0,62498.79
ROMUALDAS    TRIMONIS,1368.00,11195.0,24671.0,0.0,14000.0,0.0,17119.24
GENRICH    SARBAJ,1504.00,20000.0,0.0,0.0,0.0,10000.0,14653.38
RIMVYDAS    PODOLSKIS,1387.00,0.0,25000.0,0.0,144113.0,0.0,18000.00
GINTARIS    PETRĖNAS,302.00,86924.0,366424.0,0.0,62852.0,0.0,124889.44
ALINA    LITVINOVIČ,0.00,25000.0,1023358.0,0.0,20000.0,0.0,54100.00
RIMANTAS    KUMPIS,8139.00,97904.0,92595.0,20000.0,31020.0,17660.0,58865.17
NIKOLAJUS    GUSEVAS,6072.00,0.0,17300.0,0.0,0.0,0.0,43458.90
IRINA    BUDAJEVA,4155.00,264500.0,72750.0,0.0,13000.0,10203.0,47985.71
MARIJONA    LUKAŠEVIČIENĖ,1628.00,0.0,77000.0,0.0,5000.0,0.0,79107.97
OLEG    KAUŠINIS,206.00,0.0,218000.0,0.0,86250.0,0.0,63460.54
LETA    KALINAUSKAITĖ,6354.00,5131.0,105000.0,0.0,0.0,1651.0,44239.30
JURIJ    EKHARDT,188.00,0.0,227500.0,0.0,0.0,0.0,4367.00
JONAS    DIENINIS,16109.00,0.0,838000.0,0.0,211355.0,15000.0,122284.89
ALGIRDAS    ČEPONIS,4619.00,7500.0,270000.0,0.0,5000.0,0.0,32462.51
VILIUS    CIBULSKAS,3906.00,1163.0,90500.0,0.0,13013.0,0.0,27998.04
ŠARŪNAS    BIRUTIS,6880.00,0.0,1178294.0,3325000.0,740000.0,522059.0,130637.09
PAULIUS    ZABIELSKAS,4127.00,115000.0,258000.0,170000.0,26400.0,108732.0,30266.81
LAIMA    ŠALKAUSKIENĖ,7078.00,7498.0,279150.0,0.0,0.0,0.0,49287.29
VALENTINAS    STUNDYS,16626.00,0.0,75500.0,0.0,50000.0,0.0,111442.01
TADEUŠ    POLITO,0.00,0.0,68006.0,0.0,0.0,0.0,2727.75
IRENA    MALINAUSKIENĖ,0.00,0.0,803000.0,0.0,21000.0,0.0,0.00
RASA    LUCINAVIČIENĖ,10263.00,0.0,50000.0,0.0,6864.0,80000.0,70217.07
ZBIGNEV    JEDINSKIJ,8259.00,0.0,23000.0,0.0,52800.0,0.0,55058.04
PETRAS    ČIMBARAS,3859.00,0.0,772800.0,0.0,114992.0,40400.0,29970.11
STASYS    BAJERČIUS,5261.00,2000.0,122625.0,0.0,0.0,0.0,35529.45
ZITA    ŽVIKIENĖ,6461.00,0.0,53774.0,0.0,138645.0,0.0,46297.25
KĘSTUTIS    VIRBICKAS,94062.00,1000000.0,1607797.0,1100000.0,65000.0,240000.0,631565.56
PETRAS    VEŽBAVIČIUS,4802.00,0.0,150864.0,0.0,11000.0,0.0,32979.72
IZIDORIUS    ŠIMKUS,1389.00,98184.0,601926.0,0.0,49350.0,5000.0,15306.71
TATJANA    ŽGUNOVA,0.00,0.0,75000.0,0.0,0.0,0.0,0.00
ZOFIJA    PAULIKIENĖ,10817.00,0.0,237500.0,0.0,180365.0,0.0,72115.71
ROMAS    VENCLOVAS,12121.00,401812.0,918790.0,17000.0,243213.0,131330.0,89799.14
ADOMAS    STATKUS,12071.00,106957.0,895237.0,0.0,11220.0,94241.0,279523.69
JURGIS    ZABILIUS,3977.00,0.0,297500.0,0.0,25000.0,0.0,28186.99
RIMANTAS    VAITKUS,23725.00,16000.0,130000.0,0.0,27500.0,0.0,163177.44
STASYS    ŠEDBARAS,15216.00,157000.0,555000.0,0.0,30000.0,2500.0,102038.73
REMIGIJUS    ŽEMAITAITIS,12162.00,622573.0,744000.0,0.0,15000.0,90000.0,85407.60
SAULIUS    STANKEVIČIUS,12084.00,200000.0,20206.0,297738.0,230280.0,110000.0,108357.00
EDGARAS    ŽUKAUSKAS,0.00,0.0,0.0,0.0,0.0,0.0,3206.00
NIJOLĖ    VIŠKELIENĖ,0.00,30000.0,165000.0,0.0,0.0,0.0,4467.40
ARVYDAS    VIDŽIŪNAS,14295.00,0.0,130717.0,50000.0,150256.0,1000.0,95299.52
DAIVA    VAIDELIENĖ,2498.00,0.0,0.0,0.0,0.0,0.0,21177.38
JONAS    RAMONAS,12587.00,0.0,757450.0,0.0,5300.0,0.0,85712.83
ALBINAS    MITRULEVIČIUS,10588.00,0.0,88452.0,0.0,165960.0,0.0,81126.22
KĘSTUTIS    MAŽEIKA,3418.00,0.0,210000.0,0.0,20000.0,0.0,46598.85
ARŪNAS    LUKOŠEVIČIUS,6798.00,0.0,125100.0,0.0,86000.0,0.0,51139.50
ALVYDAS    KIRKLIAUSKAS,8794.00,0.0,258841.0,0.0,51447.0,11076.0,74230.44
ROLANDAS    JONIKAITIS,30081.00,30000.0,7500.0,0.0,200000.0,232037.0,200538.86
AISTĖ    BAUTRĖNAITĖ,1988.00,0.0,49200.0,0.0,0.0,0.0,17601.88
GINTARAS    ŠURKUS,2280.00,0.0,169332.0,0.0,98000.0,1000.0,19964.44
ALGIMANTA    ŠČIGLINSKIENĖ,1445.00,0.0,0.0,0.0,35000.0,0.0,22862.97
JULIUS    SABATAUSKAS,14679.00,0.0,47296.0,0.0,19087.0,0.0,99020.78
AUKSUTĖ    RAMANAUSKAITĖ-SKOKAUSKIENĖ,12480.00,0.0,480000.0,0.0,156153.0,0.0,83202.69
LINAS    PETRONIS,0.00,0.0,430000.0,0.0,20638.0,0.0,0.00
REMIGIJUS    PELENIS,557.00,0.0,0.0,0.0,0.0,0.0,11130.00
REGINA    MILIAUSKIENĖ,4394.00,0.0,126500.0,0.0,0.0,0.0,34326.56
STASĖ    KASPARAVIČIENĖ,6983.00,0.0,50000.0,0.0,79254.0,0.0,46550.38
KĘSTUTIS    DAUKŠYS,9888.00,708020.0,399627.0,254000.0,681483.0,136134.0,1053856.50
ANTANAS    VALYS,8119.00,0.0,167000.0,0.0,91236.0,0.0,54127.37
ANDŽELA    ŠAKINIENĖ,4512.00,0.0,245040.0,0.0,50000.0,0.0,35259.98
EGIDIJUS    SKARBALIUS,3115.00,0.0,44600.0,128822.0,0.0,10000.0,33347.76
ANTANAS    JASAS,4113.00,0.0,367158.0,0.0,2081121.0,4729639.0,1685371.88
PETRAS    GRAŽULIS,14484.00,0.0,0.0,0.0,734.0,0.0,98358.00
AGNĖ    BILOTAITĖ,9720.00,582891.0,769742.0,0.0,50000.0,0.0,86396.40
RENATAS    BERNIKAS,5508.00,54800.0,79500.0,0.0,21405.0,0.0,36900.04
ARTŪRAS    SKARDŽIUS,10993.00,0.0,325120.0,415000.0,432360.0,64752.0,74455.22
BRONIUS    MARKAUSKAS,9985.00,0.0,349500.0,0.0,121500.0,19000.0,86928.76
EDVINAS    KRUNGOLCAS,85.00,215000.0,250000.0,0.0,0.0,140000.0,4140.37
KĘSTAS    KOMSKIS,13465.00,0.0,114680.0,188530.0,120000.0,977000.0,94010.42
SAULIUS    JUODZEVIČIUS,0.00,0.0,24000.0,0.0,2700.0,0.0,0.00
JONAS    ZAJANČKAUSKAS,4594.00,0.0,39223.0,0.0,25000.0,0.0,31823.47
VITAS    JAŠKAUSKAS,2395.00,190000.0,892000.0,0.0,20000.0,0.0,135912.84
TERESĖ    JANKAUSKIENĖ,7732.00,90000.0,837374.0,0.0,84870.0,465020.0,54828.81
JONAS    GUDAUSKAS,7472.00,6584.0,3500.0,0.0,12060.0,0.0,56440.86
ALBINAS    EŽERSKIS,7900.00,0.0,32879.0,0.0,15000.0,41784.0,66822.97
EUGENIJUS    DEGUTIS,0.00,0.0,11100.0,0.0,167000.0,0.0,0.00
MAGDELENA    AUŠKALNIENĖ,0.00,0.0,18400.0,0.0,0.0,0.0,0.00
DARIUS    PETROŠIUS,3432.00,26331.0,155903.0,1480372.0,609.0,14000.0,25867.41
AUŠRINĖ    NORKIENĖ,7525.00,0.0,248061.0,0.0,51000.0,0.0,116319.40
EDAS    MATULIS,0.00,2100.0,20000.0,0.0,800.0,0.0,0.00
ŽILVINAS    MACIJAUSKAS,23093.00,0.0,182912.0,0.0,283874.0,10000.0,125753.40
EGIDIJUS    KLUMBYS,15663.00,0.0,247716.0,0.0,47700.0,0.0,104416.70
VAIDOTAS    GLOBYS,1127.00,0.0,214500.0,47843.0,120000.0,5000.0,16560.00
ANDRIEJUS    STANČIKAS,14736.00,160056.0,202000.0,0.0,101.0,0.0,224649.89
JURGIS    RAZMA,23508.00,202000.0,382172.0,0.0,32000.0,0.0,167720.00
ALBINAS    KLIMAS,6917.00,0.0,102000.0,0.0,44163.0,20300.0,51115.76
MINDAUGAS    JURČIUS,3125.00,31319.0,204800.0,0.0,18948.0,0.0,55666.61
PETRAS    BEINORAS,1606.00,544546.0,1427500.0,12000.0,38281.0,131000.0,99341.57
JOLITA    VAICKIENĖ,5997.00,0.0,67000.0,85000.0,229000.0,20000.0,43582.61
GIEDRIUS    MOZŪRAITIS,19392.00,354336.0,745000.0,0.0,81347.0,0.0,134963.55
DAINIUS    KEPENIS,4188.00,0.0,374000.0,0.0,26880.0,0.0,31036.00
ARVYDAS    GRIGAITIS,716.00,0.0,4500.0,0.0,12198.0,0.0,11775.92
DAINIUS    BUDRYS,13880.00,0.0,40000.0,0.0,16694.0,45473.0,93136.44
DONATAS    BARTKUS,7315.00,0.0,0.0,0.0,0.0,0.0,59155.86
VAIDOTAS    BACEVIČIUS,12913.00,545000.0,742900.0,0.0,0.0,0.0,92870.40
BRONISLOVAS    STASIULIS,8317.00,0.0,21357.0,0.0,29069.0,0.0,80449.50
ALDONA    STAPONKIENĖ,15725.00,0.0,161760.0,0.0,789618.0,0.0,744719.69
AUDRONĖ    PITRĖNIENĖ,5929.00,3064.0,59039.0,0.0,8523.0,0.0,42319.18
JONAS    DAPŠAUSKAS,872.00,20000.0,149876.0,0.0,37860.0,0.0,49960.87
GEDIMINAS    ANUŽIS,1954.00,0.0,7000.0,0.0,10826.0,0.0,52743.81
VIRGINIJUS    SUNGAILA,18.00,9980.0,0.0,0.0,4000.0,0.0,88.30
APOLINARAS    STONKUS,7411.00,60000.0,41947.0,0.0,0.0,0.0,50005.85
LINA    RIMKIENĖ,6876.00,0.0,50000.0,0.0,64902.0,0.0,45842.85
LAIMA    NAGIENĖ,9044.00,15329.0,123462.0,0.0,19625.0,0.0,60294.85
AURELIJA    GURSKIENĖ,2695.00,0.0,97300.0,0.0,0.0,0.0,25021.95
GINTARAS    BERŽANSKIS,0.00,50000.0,750.0,0.0,0.0,20000.0,2827.05
KĘSTUTIS    BARTKEVIČIUS,5735.00,0.0,387075.0,122591.0,122353.0,1387952.0,47826.06
AUDRONĖ    MILTENIENĖ,0.00,17000.0,28000.0,0.0,0.0,0.0,0.00
ARTŪRAS    LISTAVIČIUS,545898.00,0.0,1328431.0,1127100.0,797317.0,3088400.0,3124654.25
SAULIUS    BUCEVIČIUS,12663.00,0.0,70700.0,0.0,35117.0,0.0,87895.20
RAIMONDAS    BITINAS,6001.00,0.0,18500.0,0.0,5000.0,0.0,43413.57
VALIUS    ĄŽUOLAS,3211.00,361934.0,1255871.0,0.0,263320.0,0.0,218740.84
DAIVA    AUGUSTINIENĖ,8.00,100000.0,100000.0,0.0,0.0,0.0,6569.21
GEDIMINAS    VAGNORIUS,0.00,0.0,30900.0,0.0,60618.0,0.0,33168.00
IRENA    SKERNEVIČIŪTĖ,10816.00,0.0,169300.0,0.0,263687.0,0.0,76097.27
VILMA    SAVICKIENĖ,6015.00,196756.0,327600.0,0.0,0.0,0.0,43465.51
GINTARAS    SABECKIS,456.00,85000.0,53650.0,0.0,0.0,19000.0,9440.15
VYTAUTAS    RAKICKAS,841.00,0.0,0.0,0.0,3000.0,0.0,12132.51
VYTAUTAS    KLEIVA,8142.00,5400.0,2000.0,0.0,6000.0,0.0,56678.15
VALENTINAS    BUKAUSKAS,12042.00,147655.0,528760.0,0.0,99000.0,0.0,88912.80
ALMA    MONKAUSKAITĖ,8344.00,0.0,148922.0,0.0,23492.0,0.0,55629.64
KĘSTUTIS    MASIULIS,14035.00,0.0,329777.0,0.0,54500.0,5943.0,94338.41
BORISAS    MARKULIS,2027.00,1000.0,134382.0,0.0,75000.0,10000.0,27607.35
ALĖ    JURGAITIENĖ,214.00,19255.0,1069276.0,0.0,25000.0,0.0,1428.00
LAIMUTĖ    BURBIENĖ,0.00,0.0,0.0,0.0,0.0,0.0,500.00
PETRAS    BERESNEVIČIUS,0.00,0.0,64204.0,0.0,10000.0,0.0,2589.57
DARIUS    ULICKAS,7493.00,200000.0,49216.0,0.0,140000.0,1702.0,66221.76
ARTŪRAS    RAULIČKIS,11366.00,0.0,328200.0,0.0,156061.0,0.0,79976.64
EDITA    NAVAKAUSKIENĖ,0.00,4000.0,150500.0,0.0,30500.0,0.0,7060.06
ŽILVINAS    LELEIVA,5554.00,58571.0,52154.0,0.0,9000.0,0.0,40585.96
EDMUNDAS    JONYLA,13912.00,52076.0,238905.0,0.0,50903.0,0.0,207908.66
ERIKA    DRUNGYTĖ,5912.00,56200.0,121050.0,0.0,0.0,0.0,46855.80
JURGA    ŠIUGŽDINYTĖ,5887.00,30000.0,30000.0,0.0,0.0,0.0,40444.79
KĘSTUTIS DANIELIUS    RIMKEVIČIUS,9913.00,0.0,10000.0,0.0,15000.0,0.0,66089.26
VALĖ    MACIJAUSKIENĖ,2979.00,0.0,10500.0,0.0,0.0,0.0,23847.83
KRISTINA    KRUPAVIČIENĖ,7836.00,0.0,255000.0,0.0,270000.0,100000.0,53762.72
ALGIRDAS    KARČIAUSKAS,3497.00,0.0,110400.0,0.0,48116.0,0.0,25728.33
VIRGINIJA    BALTRAITIENĖ,15214.00,76036.0,85207.0,0.0,15048.0,0.0,110803.85
INGRIDA    VAICIKEVIČIENĖ,2206.00,0.0,190000.0,0.0,30000.0,0.0,28689.25
ALGIMANTAS    SALAMAKINAS,14798.00,0.0,87449.0,0.0,0.0,0.0,101952.00
DAIVA    RIBIKAUSKIENĖ,5.00,0.0,37000.0,0.0,16421.0,0.0,8686.13
ARIMANTAS    RAČKAUSKAS,0.00,0.0,112970.0,0.0,41000.0,4928.0,3037.51
VYTAUTAS    JUOZAPAITIS,19976.00,431496.0,1049500.0,0.0,113395.0,0.0,216121.95
AUDRONĖ    BERESNEVIČIENĖ,2352.00,0.0,21119.0,0.0,0.0,0.0,27310.45
REMIGIJUS    VILYS,5124.00,214602.0,10000.0,0.0,192734.0,0.0,51430.94
POVILAS    VADOPOLAS,7409.00,0.0,244300.0,30000.0,65291.0,109638.0,49394.43
KRISTINA    VAREIKIENĖ,11088.00,11278.0,107266.0,0.0,5000.0,0.0,75123.16
VLADIMIR    VLASOV,0.00,0.0,415000.0,0.0,105000.0,760.0,0.00
IRENA    VASINAUSKAITĖ,0.00,0.0,4000.0,0.0,0.0,0.0,0.00
EDVARDAS    ŽAKARIS,10639.00,0.0,27080.0,0.0,46940.0,0.0,87895.20
PRANAS    ŽEIMYS,13649.00,32677.0,81194.0,0.0,18895.0,0.0,90994.34
TOMAS    VILUCKAS,2064.00,0.0,0.0,0.0,3000.0,0.0,13757.06
EGIDIJUS    RUMŠA,45.00,0.0,190000.0,0.0,0.0,44546.0,7862.06
IRENA    ŠIAULIENĖ,15014.00,61940.0,430429.0,0.0,197695.0,0.0,103527.73
VYTAUTAS    VALEVIČIUS,1876.00,0.0,24940.0,0.0,13000.0,0.0,18159.18
REMIGIJUS    ZELVARAS,0.00,0.0,10000.0,0.0,0.0,0.0,2716.72
LARISA    VALAITIENĖ,2234.00,0.0,0.0,0.0,17738.0,0.0,21136.70
LOLITA    TURAUSKIENĖ,7641.00,0.0,120000.0,0.0,15000.0,0.0,53882.22
ZENONAS    ŽYMANČIUS,0.00,0.0,42800.0,0.0,129000.0,0.0,26154.96
VILIJA    VERTELIENĖ,8487.00,26133.0,190000.0,0.0,265000.0,0.0,207465.63
MEČISLOVAS    ZASČIURINSKAS,13431.00,0.0,280783.0,0.0,353323.0,48235.0,88505.73
EDMUND    ŠOT,6570.00,0.0,429500.0,0.0,0.0,0.0,45256.77
JOANA    ŠIMANAUSKIENĖ,3135.00,0.0,172000.0,0.0,0.0,0.0,176841.67
OKSANA    SLAPŠIENĖ,4118.00,50000.0,113000.0,0.0,0.0,0.0,38794.81
DONATAS    SENIKAS,7132.00,0.0,70000.0,0.0,74000.0,33000.0,47547.41
ERNESTA    RANUSIENĖ,488.00,0.0,12920.0,0.0,45000.0,5000.0,17494.33
VINCĖ VAIDEVUTĖ    MARGEVIČIENĖ,15222.00,38764.0,0.0,0.0,42344.0,5778.0,105462.15
TOMAS    KAŽEMĖKAS,0.00,175000.0,109400.0,0.0,0.0,0.0,0.00
JŪRATĖ    JUOZAITIENĖ,16578.00,0.0,211185.0,0.0,656800.0,80200.0,97253.41
GINTARAS    DRUČKUS,5988.00,167519.0,212500.0,0.0,15000.0,0.0,51858.14
AUŠRA    RUČIENĖ,12802.00,0.0,382012.0,0.0,711611.0,0.0,175945.34
GEDIMINAS    RAUDONIS,10975.00,0.0,307442.0,0.0,4000.0,0.0,73095.67
ZOFIJA    PILYPIENĖ,1366.00,0.0,66200.0,0.0,0.0,0.0,13889.01
ALGIRDAS VACLOVAS    PATACKAS,2245.00,0.0,63300.0,0.0,124097.0,0.0,19260.53
KĘSTUTIS    MAČĖNAS,4750.00,0.0,314000.0,0.0,0.0,0.0,32856.97
RASA    JUKNEVIČIENĖ,17233.00,0.0,229825.0,0.0,24092.0,0.0,118306.63
ELIDA    DUBINSKYTĖ-ŠIMAITĖ,1011.00,0.0,0.0,0.0,27000.0,0.0,13989.25
ANŽELIKA    BANEVIČIENĖ,14949.00,0.0,71300.0,0.0,11313.0,0.0,107846.34
SANDRA    ADOMAITIENĖ,2118.00,0.0,400000.0,0.0,66000.0,0.0,20397.93
RYTIS    ŠATKAUSKAS,6349.00,0.0,0.0,0.0,336000.0,368000.0,46527.46
DAIVA    SAJEK,8386.00,110000.0,432000.0,0.0,80000.0,0.0,58304.32
HENRICH    PEŠKO,895.00,160000.0,157800.0,0.0,92000.0,0.0,13429.50
GIEDRIUS    PAVILIONIS,27937.00,30000.0,248000.0,0.0,22000.0,13700.0,193219.63
EMILIJA    PALUBINSKIENĖ,3148.00,275000.0,378492.0,0.0,0.0,0.0,62954.00
ORINTA    LEIPUTĖ,7743.00,0.0,22474.0,0.0,39220.0,0.0,51620.08
GINTAUTAS    LABANAUSKAS,10465.00,112795.0,235989.0,218830.0,30000.0,0.0,78756.89
MINDAUGAS    KUKCINAVIČIUS,467.00,0.0,173590.0,0.0,80000.0,0.0,9355.20
MANTAS    FELNERIS,3585.00,0.0,14000.0,0.0,22000.0,0.0,26218.80
ARIMANTAS    DUMČIUS,15293.00,0.0,545001.0,0.0,100551.0,51792.0,101952.00
SAULIUS    STOMA,12496.00,0.0,0.0,0.0,0.0,0.0,83309.25
EDVINAS    SKIRGAILA,3771.00,0.0,51000.0,0.0,4409.0,0.0,28751.79
SONATA    RUDŽIANSKIENĖ,29583.00,0.0,139091.0,0.0,65573.0,193297.0,197819.06
DALIUS    MICKUS,0.00,51200.0,157500.0,0.0,0.0,0.0,4618.33
KAZIMIERAS    KUZMINSKAS,13329.00,0.0,21105.0,0.0,82420.0,0.0,91862.16
GEDIMINAS    GRIGAS,10781.00,0.0,378500.0,0.0,130000.0,0.0,79696.59
ALEKSANDR    FIODOROV,0.00,0.0,125000.0,0.0,6000.0,2921.0,0.00
VIOLETA    BOREIKIENĖ,22084.00,0.0,527500.0,0.0,525447.0,2374262.0,664932.31
MINDAUGAS    ALIŠAUSKAS,0.00,0.0,0.0,0.0,0.0,0.0,0.00
KAZYS    STARKEVIČIUS,23397.00,108830.0,1305434.0,0.0,295850.0,0.0,387761.75
ŽANETA    SIMANAVIČIENĖ,20087.00,100130.0,493510.0,0.0,53687.0,24905.0,196019.19
DARIUS    RAZMISLEVIČIUS,1040.00,70000.0,136500.0,0.0,0.0,0.0,14378.53
ARTŪRAS    ORLAUSKAS,2375.00,300000.0,386600.0,21600.0,253884.0,0.0,45712.27
NIJOLĖ    JURKUVIENĖ,1730.00,0.0,90650.0,0.0,0.0,0.0,15909.87
ALGIMANTAS    JASIULIONIS,0.00,0.0,37801.0,0.0,0.0,0.0,283.72
DMITRIJ    GNEUŠEV,17277.00,325000.0,262500.0,0.0,0.0,0.0,130413.03
DAINIUS    DANILEVIČIUS,0.00,0.0,2000.0,0.0,75000.0,0.0,782.73
ANATOLIJUS    ČUPKOVAS,1830.00,4879.0,81666.0,0.0,0.0,23230.0,16466.67
JOLITA    BIELSKIENĖ,921.00,0.0,156000.0,0.0,75000.0,0.0,23167.79
JONAS    VARKALA,0.00,0.0,19077.0,0.0,0.0,0.0,15000.00
DŽENETA    TOLIŠAUSKIENĖ,51106.00,250000.0,568947.0,0.0,0.0,0.0,263989.13
ARTŪRAS    TAMKUTONIS,0.00,0.0,509000.0,0.0,45000.0,10000.0,5064.59
VIRGINIJA    STANIONIENĖ,505.00,0.0,52938.0,0.0,5000.0,0.0,9605.21
RIMAS ANTANAS    RUČYS,12721.00,0.0,371984.0,0.0,377554.0,85424.0,96752.22
DALĖ    POŠKIENĖ,3789.00,0.0,180000.0,0.0,0.0,0.0,27347.58
EUGENIJUS    KOVALKOVAS,8611.00,891782.0,759550.0,112761.0,0.0,10000.0,73007.43
ALGIRDAS    KAZILIONIS,1260.00,0.0,326584.0,0.0,110000.0,5420.0,8725.00
VIDA MARIJA    ČIGRIEJIENĖ,14847.00,0.0,255506.0,0.0,33422.0,0.0,98978.40
VADIM    BARANOVSKIJ,4466.00,0.0,90500.0,0.0,0.0,0.0,31108.74
LINA    ŠUKYTĖ,6812.00,176689.0,216600.0,0.0,135000.0,0.0,47259.99
BENAS    ŠIMKUS,7171.00,0.0,460345.0,134085.0,518704.0,0.0,47807.89
VYTAUTAS    KUKLYS,0.00,0.0,0.0,0.0,0.0,0.0,0.00
ALOYZAS    KAŽDAILEVIČIUS,17025.00,0.0,597000.0,0.0,222504.0,390471.0,116141.08
SERGEJ    BONDAR,5743.00,30000.0,220000.0,0.0,0.0,0.0,38284.24
RAIMUNDAS    PALIUKAS,1508.00,0.0,690000.0,0.0,107399.0,0.0,14676.92
TAMARA    LOCHANKINA,9195.00,0.0,90000.0,0.0,0.0,0.0,61300.28
RITA    KARPENKIENĖ,1290.00,0.0,1085000.0,0.0,50000.0,0.0,13468.31
EVALDAS    JURKEVIČIUS,12187.00,144000.0,72000.0,0.0,37872.0,16000.0,94307.60
ALGIMANTAS    JARUKAITIS,1452.00,0.0,7000.0,0.0,0.0,0.0,14366.02
NATALJA    ISTOMINA,5506.00,484837.0,590000.0,0.0,1770.0,0.0,49845.72
AUDRONĖ    BARAUSKIENĖ,0.00,103461.0,180000.0,0.0,45000.0,0.0,4049.72
ARTŪRAS    RAZBADAUSKAS,30061.00,289898.0,402000.0,0.0,110386.0,0.0,210644.97
LILIJA    PETRAITIENĖ,6272.00,13845.0,183800.0,0.0,8495.0,0.0,45022.68
GINTAUTAS    MIELEIKA,0.00,204922.0,100000.0,0.0,0.0,10000.0,240.00
ALEKSANDR    MICHAILOV,0.00,0.0,22910.0,0.0,30000.0,2000.0,2400.00
AIVARAS    GEČAS,0.00,0.0,0.0,0.0,0.0,0.0,1783.87
NERIJUS    ČAPAS,5136.00,135386.0,145500.0,0.0,2126.0,0.0,47456.35
BIRUTĖ    BOREIKINA,0.00,13000.0,850000.0,244754.0,62000.0,0.0,0.00
JULIJA    PLIUTIENĖ,7784.00,0.0,239444.0,0.0,0.0,0.0,57976.67
DANAS    PALUCKAS,0.00,145690.0,29100.0,0.0,34120.0,0.0,21202.79
PRANAS    NORVILAS,456.00,0.0,2604300.0,22300.0,30000.0,110000.0,8678.82
ERNESTAS    LUČAUSKAS,5523.00,0.0,274000.0,0.0,0.0,0.0,38618.93
DAINA    LINGIENĖ,0.00,0.0,144000.0,0.0,0.0,0.0,0.00
VILMA    KVIETKAUSKIENĖ,0.00,0.0,1087339.0,0.0,0.0,0.0,0.00
GENOVEITA    KRASAUSKIENĖ,8601.00,0.0,7950.0,0.0,88500.0,0.0,58540.83
ALA    GUSEVA,0.00,0.0,150100.0,0.0,0.0,0.0,0.00
PAULIUS    VINKLERIS,1337.00,58000.0,335000.0,0.0,36000.0,100.0,11884.34
EGIDIJUS    VAREIKIS,13697.00,273152.0,228000.0,0.0,0.0,0.0,99384.60
TADAS    VALKIŪNAS,5866.00,0.0,3630.0,0.0,31800.0,0.0,45120.41
FAUSTA    SMOLENSKIENĖ,5434.00,0.0,0.0,0.0,30000.0,0.0,36989.44
MINDAUGAS    KIESAS,1934.00,0.0,9000.0,0.0,0.0,0.0,17546.42
VAIDA    KAVALIAUSKAITĖ,929.00,0.0,70000.0,0.0,0.0,0.0,17214.69
TOMAS    JAKAVIČIUS,5312.00,0.0,0.0,0.0,34500.0,4900.0,37310.16
